"Title","Description","Image","Image Alt Text","ID","Created Date","Updated Date","Owner","Publish Date","Unpublish Date","Status"
"Soft Charcoal","<p class=""font_8"">Vinyl</p>","wix:image://v1/866235_ceec467ebff94463a6e48a7b12c65224~mv2.jpg/soft_charcoal.jpg#originWidth=1000&originHeight=1000","Standard Linoleum","17db933f-625d-4ceb-ab0e-3b8f2d5de4e0",2026-04-20T18:24:47Z,2026-04-20T22:25:04Z,"86623596-2b11-4ff5-aa33-cf74cb1ae58a",2026-04-20T18:24:27Z,,"PUBLISHED"
"Dusty Acorn","<p class=""font_8"">Vinyl</p>","wix:image://v1/866235_69fe4bfd331f4300ace59c388f9e19bb~mv2.jpg/Dusty-Acorn.jpg#originWidth=800&originHeight=800","Standard Linoleum","23594b15-7a48-484c-b345-2c223a7aa8de",2026-04-20T18:24:47Z,2026-04-20T22:24:57Z,"86623596-2b11-4ff5-aa33-cf74cb1ae58a",2026-04-20T18:24:27Z,,"PUBLISHED"
"Rain Dance","<p class=""font_8"">Vinyl</p>","wix:image://v1/866235_dceea445e5be493d894707902a50b51d~mv2.jpg/rain_dance.jpg#originWidth=1140&originHeight=1140","Standard Linoleum","2ce9175e-c932-4b4d-a195-cfa511f37a8a",2026-04-20T18:24:47Z,2026-04-20T22:25:04Z,"86623596-2b11-4ff5-aa33-cf74cb1ae58a",2026-04-20T18:24:27Z,,"PUBLISHED"
"Highlight","<p class=""font_8"">Vinyl</p>","wix:image://v1/866235_e01e97a900d442a4a9af8697fb37306b~mv2.jpg/highlight.jpg#originWidth=1102&originHeight=1102","Standard Linoleum","b5bc3e8d-ee07-4d96-95dd-fd73e2cea5a0",2026-04-20T18:24:47Z,2026-04-20T22:24:58Z,"86623596-2b11-4ff5-aa33-cf74cb1ae58a",2026-04-20T18:24:27Z,,"PUBLISHED"
"Natural","<p class=""font_8"">Vinyl</p>","wix:image://v1/866235_eb8bb9e645e043b29485b03afb3381fc~mv2.jpg/natural.jpg#originWidth=1116&originHeight=1116","Standard Linoleum","cc2616f6-1f52-4fb5-bbea-a4195fbd1f10",2026-04-20T18:24:47Z,2026-04-20T22:25:04Z,"86623596-2b11-4ff5-aa33-cf74cb1ae58a",2026-04-20T18:24:27Z,,"PUBLISHED"
