"Title","Description","Image","Image Alt Text","ID","Created Date","Updated Date","Owner","Publish Date","Unpublish Date","Status"
"Grey",,"wix:image://v1/866235_074d5e4924db422bb0bc96c2fd89a46c~mv2.jpg/grey.jpg#originWidth=1000&originHeight=1000",,"bbc7378d-9f55-4d1c-b377-b0cdbe44b121",2026-04-20T21:02:12Z,2026-04-20T21:02:54Z,"86623596-2b11-4ff5-aa33-cf74cb1ae58a",2026-04-20T21:01:56Z,,"PUBLISHED"
"Brown",,"wix:image://v1/866235_af201f9a93a042bb910f1a48f2ac3b1c~mv2.jpg/brown.jpg#originWidth=1000&originHeight=1000",,"da064c23-65de-45f7-9be7-9e6026a3f8bf",2026-04-20T21:02:08Z,2026-04-20T21:02:39Z,"86623596-2b11-4ff5-aa33-cf74cb1ae58a",2026-04-20T21:01:56Z,,"PUBLISHED"
