"Title","Description","Image","Image Alt Text","ID","Created Date","Updated Date","Owner","Publish Date","Unpublish Date","Status"
"Barn Wood Greige",,"wix:image://v1/866235_75d94047547c4841aea23c399cd7cf30~mv2.png/Barn%20Wood%20Greige.png#originWidth=1000&originHeight=1000",,"05b32748-b26d-464d-8442-5a76c5a67c2c",2026-04-20T20:47:02Z,2026-04-20T20:48:07Z,"86623596-2b11-4ff5-aa33-cf74cb1ae58a",2026-04-20T20:46:47Z,,"PUBLISHED"
"Natural Slate Soft Charcoal",,"wix:image://v1/866235_5d6fff0ad4974f11a7e00cb61a687819~mv2.png/Natural%20Slate%20Soft%20Charcoal.png#originWidth=1000&originHeight=1000",,"0e1504c4-58a3-4c2f-9b4b-9eb8d9f4fb4b",2026-04-20T20:47:11Z,2026-04-20T20:48:38Z,"86623596-2b11-4ff5-aa33-cf74cb1ae58a",2026-04-20T20:46:47Z,,"PUBLISHED"
"European Oak Nordic White",,"wix:image://v1/866235_530882014ed14a6bb652413cde1d445e~mv2.png/European%20Oak%20Nordic%20White.png#originWidth=1000&originHeight=1000",,"11e14a03-cb55-449f-b315-cfd33eb9a8f2",2026-04-20T20:47:08Z,2026-04-20T20:48:22Z,"86623596-2b11-4ff5-aa33-cf74cb1ae58a",2026-04-20T20:46:47Z,,"PUBLISHED"
"Artisan Dusty Acorn",,"wix:image://v1/866235_f0abe564a1c14e5dae92b5ed01ec3dbb~mv2.png/Artisan%20Dusty%20Acorn.png#originWidth=1000&originHeight=1000",,"4031b957-6258-496e-a5f1-2da130431784",2026-04-20T20:46:58Z,2026-04-20T20:48:00Z,"86623596-2b11-4ff5-aa33-cf74cb1ae58a",2026-04-20T20:46:47Z,,"PUBLISHED"
"Aged European Oak Natural",,"wix:image://v1/866235_eb7ddaf41d494ccd86fb102cc56d6700~mv2.png/Aged%20European%20Oak%20Natural.png#originWidth=1000&originHeight=1000",,"5d3b2009-f24d-4c7c-89b0-2d3b986c3c2d",2026-04-20T20:46:55Z,2026-04-20T20:47:49Z,"86623596-2b11-4ff5-aa33-cf74cb1ae58a",2026-04-20T20:46:47Z,,"PUBLISHED"
"Barn Wood Vintage White",,"wix:image://v1/866235_e5b29f85773441b89590461b6eaa46f1~mv2.png/Barn%20Wood%20Vintage%20White.png#originWidth=1000&originHeight=1000",,"f188ab19-5f30-498e-a30c-95799ca807cc",2026-04-20T20:47:05Z,2026-04-20T20:48:14Z,"86623596-2b11-4ff5-aa33-cf74cb1ae58a",2026-04-20T20:46:47Z,,"PUBLISHED"
